protein,best model,model score
V1180256,model_3,85.46016015676769
V1156527,model_3,90.9454955401919
V1383856,model_3,89.2654173090035
V1014161,model_3,88.89249276657432
V1384111,model_1,72.25922408343509
V1175829,model_1,62.98364514770927
V1075279,model_4,87.12034715286235
V1364550,model_1,80.34170864534941
V1042801,model_1,84.88105908741545
V1036416,model_3,61.609094795975565
V1192290,model_4,85.18557716285017
V1176155,model_5,90.760729452618
V1014553,model_3,91.97625168528673
V1043276,model_3,95.57106587512683
V1191457,model_3,87.55252274457746
V1017718,model_5,79.69107699209665
V1171247,model_3,75.39761174686201
V1312294,model_1,80.67121374373797
V1346090,model_1,67.21568128408681
V1072977,model_4,74.82467149055104
V1385697,model_1,76.77425259775202
V1150979,model_1,72.99773281387263
V1116455,model_3,86.09620319869612
V1216389,missing,missing
V1392296,model_4,86.81631684272108
V1073146,model_1,68.71627465784847
V1322967,model_4,91.2516426454913
V1041218,model_4,76.90822634686621
V1334756,model_5,90.02318086032976
V1103443,model_3,86.96448144973789
V1195011,model_2,68.26595977501223
V1394855,model_2,60.67388179778689
V1244555,model_4,80.24308207453507
V1404924,model_3,76.34430235425633
V1366874,model_1,66.84511215408271
V1341625,model_2,65.61001932435988
V1436497,model_1,57.36852396403871
V1385913,model_3,65.62062329574026
V1059803,model_3,63.45206792707183
V1367949,model_4,84.01998390968063
V1195414,model_5,86.1005718282973
V1347714,model_3,83.05727325742643
V1086748,model_1,69.29582462087612
V1068453,model_5,81.16051286265328
V1020263,model_1,63.34072177231563
V1329587,model_4,87.46334008613974
V1040827,model_4,29.103265250084522
V1106567,model_2,78.09063390269644
V1168168,model_5,81.34394925744692
V1420670,model_1,75.19387512907244
V1201706,missing,missing
V1313289,model_3,71.4912814593286
V1152477,model_3,80.76623860016592
V1051185,model_3,85.89516289707323
V1116452,model_1,76.4674781592323
V1413325,model_1,81.02349180759983
V1420745,model_1,44.730670701601646
V1033144,model_2,89.75153884086872
V1395309,model_5,92.41091909166077
V1099674,model_4,80.35915350626738
V1151775,model_2,51.95097242171161
V1172110,model_5,78.27788375504593
V1115404,model_1,73.59169807074356
V1240838,model_3,87.5330681767028
V1099939,model_4,95.27263979025473
V1175115,model_1,67.67737261211921
V1104426,model_1,66.04755652035001
V1196112,model_3,71.63288368043403
V1042317,model_4,77.43210812970796
V1085939,model_1,85.95145367435073
V1163820,model_4,76.16834655130938
V1399818,model_4,83.95123476083815
V1198594,model_3,69.088409843417
V1043760,model_1,81.81937410820287
V1069828,model_4,80.26304547104425
V1051182,model_5,83.72471384562314
V1075165,model_1,77.27443828153918
V1056163,model_3,93.9806870713986
V1103165,model_3,84.45307606469703
V1032508,model_3,88.72228283101298
V1084586,model_1,85.4840830518926
V1447025,model_3,92.95899024053003
V1108444,model_3,92.72621599934912
V1010975,model_5,81.70020766918823
V1311208,model_1,62.918101268133704
V1176978,model_1,74.12271697462991
V1151024,model_1,91.03428681515496
V1084886,model_5,81.21437259775183
V1294934,model_1,83.23254002204874
V1195717,model_3,90.25454224541069
V1103167,model_1,85.40065459098341
V1171173,model_3,79.41279115763446
V1367271,model_2,93.11181940465066
V1175447,model_1,79.99902088265097
V1195703,model_2,85.6684240765833
V1078946,model_4,67.10274321051493
V1394216,model_1,63.23467862131663
V1198655,model_4,74.94260046742683
V1401306,model_3,86.74802239103526
V1191956,model_1,83.55653689288957
V1199903,model_2,75.20620964096638
V1041299,model_4,81.80771434438277
V1099300,model_3,83.69602692671316
V1151100,model_2,79.34136797236712
V1181162,model_4,69.42577012514113
V1328551,model_1,65.32602780133901
V1199897,model_1,65.68946072645917
V1152418,model_4,80.63898773398692
V1072290,model_3,80.74801483010339
V1069751,model_5,92.62609933520307
V1141371,model_4,57.622652266522046
V1413046,model_1,59.34710997105149
V1166822,model_1,76.49810259428611
V1190852,model_1,67.71207800350938
V1067877,model_1,81.88367760691978
V1198690,model_4,84.58595785456502
V1334848,model_2,86.86462430535948
V1195920,model_2,88.19259183099219
V1374353,model_1,78.55869776703192
V1394354,model_1,70.8698768194248
V1079473,model_3,83.41044636383718
V1363036,model_1,90.81935418227587
V1055020,model_1,85.5413430415485
V1037746,model_4,78.93577586489704
V1072086,model_1,82.41500907064021
V1039341,model_2,96.52314087174724
V1054327,model_1,63.47171546018193
V1294870,model_4,66.64665751867649
V1170759,model_1,62.98649130391559
V1139066,model_1,90.17837597294755
V1176240,model_5,75.63024293375936
V1058645,model_4,60.72488180978259
V1458627,model_1,71.6277009675277
V1171277,model_4,81.11449729552571
V1100203,model_3,72.38510788488693
V1242437,model_3,79.87252648378413
V1056641,model_4,92.67551595461727
V1356462,model_1,76.2425456412359
V1071359,model_2,63.07769330063676
V1216189,missing,missing
V1343836,model_1,59.5141672901175
V1344381,model_3,68.60241491322755
V1291582,model_1,80.53481015446569
V1040163,model_1,57.23480445359224
V1145673,model_5,68.11343341704193
V1072085,model_1,90.26163968140169
V1099680,model_1,59.70858117043576
V1074461,model_1,67.20954714469144
V1053537,model_1,77.11196975749587
V1041550,model_2,77.10467099536672
V1363890,model_1,88.32387038601047
V1458662,model_3,87.63423685980129
V1137048,model_1,77.04926314982288
V1053181,model_5,69.95889304002475
V1012640,model_5,60.29812916955939
V1386561,model_5,88.23729941897156
V1069558,model_1,73.10833553164068
V1382569,model_4,91.98520320241742
V1190394,model_2,60.71578295352491
V1408918,model_5,66.23643366208321
V1138953,model_3,81.86886460055794
V1314899,model_1,88.92180946973251
V1311055,model_3,89.11095303950785
V1180994,model_3,86.63120826491823
V1105237,model_3,79.23783666486985
V1103747,model_1,74.0886044644085
V1311236,model_4,59.060110339739246
V1144782,model_1,67.89146439168113
V1137225,model_1,81.8794749781222
V1334884,model_5,81.95945391474426
V1110994,model_1,57.55214149318568
V1173546,model_1,79.24972694613876
V1291012,model_1,73.7844670259634
V1329155,model_3,81.3465694778817
V1136944,model_1,57.67803361317988
V1053141,model_5,85.6367976900783
V1072178,model_1,71.65822458943109
V1367338,model_4,83.22028652484
V1006097,model_1,86.01949804481775
V1175580,model_1,67.34584899465337
V1013532,model_4,83.76742634927622
V1152028,model_3,82.40300816867497
V1151167,model_4,78.8816418864265
V1078557,model_1,67.89765387070152
V1100146,model_1,81.58265175523893
V1244703,model_4,80.94477374722098
V1265373,model_3,87.97429680827607
V1268325,model_2,92.29126223786122
V1033288,model_3,79.88903676099855
V1152143,model_3,88.7710237072393
V1365665,model_5,85.16728571931502
V1409306,model_3,83.93276123823782
V1314358,model_1,72.73434563720919
V1395117,model_3,86.06166921454546
V1170803,model_5,76.53040609517382
V1042262,model_2,77.71916954324776
V1395151,model_4,85.1829916929153
V1175444,model_5,82.9485786559812
V1145610,model_3,94.68137228651331
V1413327,model_1,82.6782318895098
V1199734,model_1,85.18901848036234
V1109213,model_3,72.92583296723015
V1386444,model_2,83.86858124721331
V1392103,model_3,89.18009813791346
V1176297,model_1,51.032335573429336
V1315455,model_1,38.27422806762307
V1356908,model_1,63.842272937199304
V1100074,model_4,87.95156601236619
V1152088,model_3,93.32155605172376
V1007970,model_5,89.11489390460478
V1032172,model_1,77.3596020355179
V1316591,model_1,86.4202827564134
V1272693,model_1,73.81624581003214
V1072179,model_1,80.3239827223408
V1244929,model_2,63.625651302222686
V1201503,missing,missing
V1017934,model_3,84.67147219701897
V1394408,model_4,64.92244160510168
V1036900,model_2,89.84522541520337
V1374499,model_1,61.947611753531156
V1203581,missing,missing
V1041811,model_4,84.428619338918
V1070990,model_3,89.53410723190228
V1172782,model_5,66.20788542993574
V1383877,model_3,86.38289922006312
V1267315,model_3,79.5317214311313
V1362637,model_3,90.0025248939046
V1192843,model_5,82.15529618221068
V1099732,model_1,61.63444538410747
V1069556,model_1,70.83690809015835
V1375711,model_5,77.26207002519864
V1442790,model_1,82.76712889112324
V1171695,model_3,79.97287794832033
V1383889,model_3,75.05268234639962
V1357486,model_1,80.66211825418976
V1345462,model_5,88.64172053837756
V1240843,model_1,62.23768035167186
V1105471,model_1,78.648652234221
V1100152,model_1,94.4077690365895
V1098852,model_2,90.6735279286948
V1445306,model_1,73.25131583108075
V1068377,model_3,92.65459865006376
V1358691,model_1,86.42505182268675
V1363989,model_5,93.52027619658199
V1009073,model_3,83.12068633556424
V1079902,model_1,58.9062823471739
V1190861,model_2,57.941397766610656
V1172138,model_3,87.60477865699298
V1313781,model_1,72.17283531918218
V1157270,model_3,67.19846334050523
V1081122,model_3,88.01231360663921
V1436678,model_5,69.58389993113991
V1076329,model_1,85.6186053033397
V1170631,model_4,74.31991734872639
V1036515,model_3,86.69949406069064
V1292056,model_3,77.92968254175334
V1171625,model_3,80.18789603871105
V1349993,model_5,95.44647521214675
V1073106,model_4,86.4585256075447
V1402222,model_1,91.2983483591151
V1159029,model_2,63.38406537190621
V1356687,model_1,68.24468483418178
V1301402,model_1,89.12907211886952
V1172780,model_4,86.73889708953725
V1445355,model_1,86.7073372114963
V1178106,model_2,67.59498257377678
V1445428,model_3,58.00649587914563
V1367131,model_4,62.82399641996867
V1240378,model_1,91.73406445489347
V1265159,model_1,62.868829212049164
V1442709,model_5,80.77951813190188
V1383952,model_3,78.36768026924554
V1138951,model_3,88.42265567247064
V1368890,model_3,83.19753705453559
V1442274,model_3,62.05503382838291
V1420937,model_1,70.19413162563644
V1098960,model_1,70.61108659470239
V1216049,missing,missing
V1106315,model_1,79.67434308377295
V1020323,model_1,87.97128789421758
V1265894,model_5,91.60026047492508
V1268374,model_3,82.45038402780365
V1055616,model_2,93.05220896539089
V1328291,model_1,74.21277768871805
V1198541,model_3,79.9797710454731
V1069757,model_3,85.52555764231647
V1394937,model_3,87.66459279772455
V1078567,model_1,70.0332673532872
V1323243,model_4,89.43268256533449
V1318221,model_1,69.01915564714658
V1106600,model_1,87.21083105484715
V1168273,model_5,66.97140632079775
V1181066,model_1,87.39135399091519
V1458932,model_4,44.8031112443324
V1079439,model_1,49.740449572464605
V1105455,model_3,94.45192416219763
V1358177,model_5,93.56675091688793
V1375003,model_5,76.22544564972529
V1295005,model_4,63.79677869542892
V1011154,model_3,75.32892096204326
V1170629,model_3,67.25591877563919
V1237455,model_5,83.23072141766518
V1156944,model_2,83.11663718431463
V1104157,model_1,72.88978722642175
V1100105,model_5,61.17515504143018
V1103190,model_3,75.17989180975097
V1044248,model_1,61.79772124849443
V1395452,model_3,90.74234470495831
V1203572,missing,missing
V1002851,model_4,98.05950968860876
V1392113,model_1,76.04882835445372
V1420971,model_5,68.0615144406756
V1058210,model_1,80.0189484178568
V1016630,model_3,94.02540813516217
V1208556,missing,missing
V1386617,model_4,91.67875345147036
V1151505,model_3,80.63628284392358
V1182577,model_3,84.76327367397309
V1436680,model_3,84.57451516033215
V1056095,model_1,64.45832489541267
V1069514,model_4,87.97423263848528
V1200625,missing,missing
V1051201,model_2,92.20373381218312
V1403555,model_1,76.02152597627978
V1038308,model_4,60.48264777466761
V1103277,model_1,70.7282172149568
V1348163,model_1,79.34675006212575
V1199902,model_2,79.46538722650254
V1067880,model_1,80.15337740115078
V1364457,model_1,88.97775995531215
V1420720,model_1,63.8381596218611
V1317244,model_2,79.19586393420556
V1176208,model_1,85.9929720000202
V1156439,model_1,84.03855394430663
V1314680,model_4,87.4044929747788
V1363814,model_2,89.4104625686474
V1151814,model_3,92.5277915203625
V1085723,model_3,79.6085472909937
V1343918,model_5,82.23905285220361
V1075794,model_2,94.38455929171765
V1200118,missing,missing
V1157223,model_5,69.49966230278103
V1268452,model_1,62.40046481022907
V1139181,model_3,82.07917088971985
V1069871,model_4,70.22322968430406
V1102526,model_3,88.66828759481177
V1242438,model_3,78.23946346853373
V1447012,model_3,82.81866553663714
V1055388,model_3,78.59404880790088
V1459024,model_1,58.910911969325014
V1068703,model_1,73.68673176064289
V1072851,model_2,94.34648147690942
V1099254,model_3,88.14802431796605
V1195316,model_1,73.70457022001791
V1171872,model_4,75.8164926299681
V1403333,model_2,73.10582777987844
V1042275,model_1,69.79229644274146
V1036298,model_2,85.19861459721817
V1151016,model_5,83.44732909520002
V1198590,model_1,70.96593536164777
V1041783,model_1,79.63434465778745
V1375664,model_4,88.08193556972964
V1301253,model_3,84.89845776084574
V1232709,missing,missing
V1099020,model_1,80.35589784514798
V1409541,model_3,73.50929932488907
V1170743,model_5,88.72717517808799
V1140842,model_1,81.39956839950422
V1116458,model_4,81.9776951536535
V1301289,model_5,83.43890936697822
V1394290,model_3,79.66061089414046
V1334797,model_3,88.86482326518707
V1343714,model_5,79.74615406025274
V1151941,model_1,71.04836718645299
V1199047,model_1,88.52462503994217
V1241062,model_3,66.92497136768536
V1177039,model_1,79.56078074332464
V1458619,model_1,60.86670952261921
V1420800,model_3,88.50019062539043
V1265161,model_4,59.05452950963921
V1172489,model_5,61.58445850825612
V1155369,model_3,82.05586199027105
V1346252,model_3,61.81984533075652
V1180261,model_1,88.13717427878926
V1202392,missing,missing
V1085947,model_1,77.73572434872561
V1144773,model_1,62.98713035430883
V1010445,model_3,61.35512884084534
V1395082,model_1,37.24550053053717
V1195158,model_3,57.25682176251864
V1403063,model_4,80.77666491086815
V1177293,model_3,79.68388934972386
V1440351,model_4,92.32456487853523
V1144635,model_4,78.71580000896928
V1394912,model_4,89.74194421747589
V1036133,model_3,87.78834915925508
V1446993,model_3,77.63445046173126
V1344074,model_1,72.8815951767311
V1436517,model_3,93.67099223435076
V1099043,model_1,78.70247738451518
V1157767,model_3,80.42328199577415
V1070891,model_3,75.12838087976385
V1084263,model_3,85.06587101986905
V1079564,model_5,92.71021051859432
V1180510,model_1,57.735752158204654
V1201817,missing,missing
V1367792,model_1,86.23174723541024
V1009507,model_1,52.92861958023524
V1084192,model_5,81.40480640968643
V1075952,model_5,77.22752589034238
V1167531,model_1,70.97933762832417
V1012179,model_3,90.40666688696793
V1329177,model_1,71.01382278397527
V1055992,model_2,84.46100014684126
V1430227,model_3,89.37974253895221
V1170691,model_1,57.77102766783559
V1011664,model_4,91.68997169894824
V1459245,model_5,71.48553532964925
V1171210,model_3,76.98329830093026
V1052434,model_2,89.5508173581646
V1436301,model_1,92.47552008970573
V1442715,model_1,64.11187131606013
V1291445,model_5,89.7307954331762
V1115098,model_5,71.37024566566282
V1073685,model_3,62.03812803498376
V1323080,model_1,83.43517202199264
V1458735,model_3,83.06233219401213
V1140663,model_4,80.40541452045937
V1141842,model_3,89.67444226804703
V1328769,model_3,85.3219541145258
V1080267,model_1,72.70782666637976
V1346873,model_1,66.03607682464055
V1014531,model_1,94.21712694240762
V1273378,model_4,88.4115832129882
V1010960,model_3,96.85150634312303
V1036088,model_2,89.91982721391375
V1291267,model_1,68.15881413999782
V1172209,model_1,89.75294893755726
V1071642,model_4,86.50903643877369
V1291030,model_4,93.2126801476233
V1037691,model_3,84.83157243388251
V1152576,model_3,57.136534693429965
V1141127,model_1,77.59458363836066
V1017930,model_5,93.65361587601639
V1144610,model_4,81.47060955505955
V1151753,model_1,66.72882926415106
V1044302,model_4,66.96751511911833
V1099875,model_3,79.1504519135295
V1385592,model_4,65.61164422207762
V1191492,model_3,83.0195862938801
V1334659,model_3,84.98313650537142
V1098959,model_1,69.14376163229946
V1036163,model_1,74.89695431401924
V1402438,model_2,58.342342928105225
V1242436,model_4,85.38436029767895
V1330923,model_1,69.75494181758717
V1162278,model_2,87.10195697163061
V1311300,model_1,90.90595945888055
V1070022,missing,missing
V1104320,model_3,92.20518484974008
V1458745,model_5,66.28380051181216
V1200244,missing,missing
V1200284,missing,missing
V1403974,model_3,91.31954954876333
V1237472,model_1,75.63941752536702
V1099089,model_1,71.86153205527684
V1036247,model_1,87.29043160549334
V1171481,model_4,80.67317834159202
V1408462,model_3,68.72073815737656
V1408514,model_4,65.08591847943933
V1040298,model_3,85.70574260082239
V1315880,model_5,86.33741637770422
V1292307,model_3,87.26582660258786
V1357219,model_5,93.08458634397536
V1171070,model_5,88.68494538697513
V1356825,model_3,81.10411121403672
V1103126,model_1,86.65147851473476
V1413165,model_4,66.52543721425829
V1057006,model_4,85.5096667336202
V1120727,model_1,65.1517996711782
V1054104,model_3,85.38289389576263
V1396220,model_5,85.77180326482292
V1199631,model_3,74.80956067633045
V1403165,model_2,86.50173085500158
V1404239,model_3,91.48946204970383
V1412834,model_1,85.22284997753948
V1141029,model_1,74.9420036123608
V1379961,model_3,63.724604035535414
V1191197,model_5,86.08280679810358
V1328828,model_1,81.30762525379747
V1040547,model_3,91.4804564768245
V1367613,model_1,90.07963697385433
V1152150,model_3,75.03255483247129
V1151598,model_1,69.58183510944086
V1013918,model_1,58.3861831183876
V1291302,model_5,75.52891363814189
V1181774,model_2,66.06955571929811
V1036344,model_3,84.96561861307185
V1329622,model_3,84.62210771623023
V1022997,model_4,53.27459273500381
V1058951,model_5,73.18377601213591
V1436185,model_1,86.04526525624333
V1036291,model_1,70.58006073345021
V1070470,model_1,74.0500253343554
V1136956,model_3,87.15204928942859
V1072084,model_3,86.58807963350019
V1157441,model_1,68.14447566359313
V1136995,model_4,77.98711919426702
V1458742,model_1,55.45673677547874
V1072844,model_1,88.07301737900947
V1069188,model_3,78.4744322374894
V1345513,model_3,91.9602360949439
V1458406,model_5,73.38799755045117
V1191679,model_2,66.42742834140793
V1394108,model_1,66.29264176423052
V1103954,model_1,94.34319134773753
V1007429,model_1,66.35222728083919
V1346941,model_2,85.6760063992203
V1069177,model_1,59.72467637167014
V1192452,model_4,78.17508660393081
V1051184,model_1,81.7472289355841
V1381423,model_4,69.00575917426899
V1216390,missing,missing
V1337281,model_4,93.33292481617214
V1323391,model_2,86.74678453041801
V1413264,model_4,77.11271350500533
V1348977,model_3,77.57375602659215
V1055022,model_5,73.90422840733846
V1183730,model_3,76.80829341018728
V1447077,model_3,96.71373760070828
V1385925,model_3,86.57492963103344
V1013191,model_1,80.60403817352422
V1381940,model_5,82.88986833067052
V1081040,model_3,83.5901166155153
V1152492,model_1,58.30711020906893
V1458211,model_1,74.68516146632312
V1374034,model_1,56.2827663916747
V1098888,model_3,89.04056446024816
V1167327,model_5,85.28651302947164
V1162265,model_1,96.00950300989747
V1040666,model_3,92.50516083732697
V1394913,model_3,78.38436922843388
V1103140,model_3,80.19431771648752
V1177671,model_5,91.30664627277156
V1033405,model_3,86.16504438240985
V1216117,missing,missing
V1195390,model_2,89.75325289531398
V1301653,model_4,74.01669592212062
V1136960,model_3,77.41976931094626
V1363553,model_1,56.3158338590365
V1199730,model_1,86.03328410458762
V1043158,model_3,80.89165392677458
V1036158,model_3,82.63537610535559
V1074832,model_2,65.58680634147188
V1356455,model_1,83.7450681652685
V1141746,model_1,90.44316376557106
V1199656,model_2,89.09672267354762
V1136948,model_5,89.43392072293409
V1036348,model_1,73.69496472075019
V1191212,model_5,74.88593307548217
V1199737,model_3,90.73872947603112
V1103001,model_1,67.38671640567003
V1442791,model_3,82.99160617185717
V1036187,model_3,89.35030893700093
V1311050,model_1,84.98890533787576
V1170128,model_3,77.79591381568923
V1311645,model_4,88.2169951224591
V1268509,model_3,65.48559470239395
V1032035,model_4,45.32888844203627
V1099684,model_3,94.87773004115004
V1222470,missing,missing
V1021373,model_3,95.79369764202602
V1391982,model_1,74.01506422668717
V1334660,model_2,93.51379296310017
V1103125,model_1,65.19066772048345
V1347251,model_5,72.54379622414109
V1381600,model_1,64.7662833378302
V1175568,model_1,82.03245737978135
V1402633,model_1,92.82710556460037
V1012495,model_1,73.6041610805435
V1016932,model_4,93.61632736228574
V1200020,missing,missing
V1443222,model_3,91.18816250614572
V1032171,model_1,72.57097810181673
V1202297,missing,missing
V1395750,model_1,90.66626650892219
V1043460,model_3,69.23915095445814
V1364460,model_1,88.722258175322
V1292179,model_2,80.49899181183807
V1375033,model_1,33.12932536634256
V1344356,model_4,89.3637368406548
V1381928,model_2,69.24956078304848
V1115657,model_3,91.94688217562185
V1190944,model_1,66.17023826039696
V1151198,model_1,78.95785450942833
V1167598,model_5,86.42231580449888
V1085355,model_1,77.97090117002864
V1368590,model_5,89.77250784767065
V1079365,model_3,91.36582647666232
V1219132,missing,missing
V1342355,model_1,61.409936164372844
V1072454,model_3,93.48166911865252
V1429787,model_3,85.46365685293513
V1195142,model_1,65.7626919980374
V1191369,model_1,91.43644275041889
V1144802,model_5,87.3910616008003
V1267270,model_1,90.96848853968133
V1166944,model_1,74.2527694624537
V1295064,model_3,89.10210992287632
V1150996,model_1,80.97523345933503
V1012521,model_4,82.15421949889343
V1327642,model_1,70.95616488077252
V1195817,model_3,83.1353624636659
V1380434,model_1,65.04493437851234
V1191704,model_4,81.78721216547449
V1144888,model_1,86.11025122897922
V1240483,model_1,66.20791727680214
V1167059,model_1,68.13520661104738
V1170439,model_1,75.00892648065718
V1386250,model_2,85.31469135314728
V1445336,model_2,79.44067885218836
V1191317,model_1,68.84876141368673
V1383862,model_1,71.87898318237448
V1083056,model_1,70.86053969281016
V1052205,model_4,83.56902415621609
V1152230,model_1,88.87842410183396
V1368328,model_1,64.8949235598045
V1151293,model_2,85.59433772856583
V1380019,model_2,91.44586600485903
V1100135,model_3,87.41537977353123
V1011156,model_4,79.19918396645608
V1032104,model_4,81.23396725177106
V1099364,model_4,64.07661345650511
V1151878,model_3,73.01005990771645
V1075893,model_4,70.44864065649602
V1099389,model_5,86.17996347213484
V1436339,model_5,93.97951553442599
V1403672,model_3,86.8554319867861
V1413000,model_5,91.3122186517813
V1367151,model_4,89.8789772282583
V1070398,model_1,92.46371060978215
V1170650,model_2,86.13726493810631
V1036952,model_1,79.43799642787347
V1311810,model_1,76.06047230439317
V1103734,model_1,63.19898971433596
V1294964,model_1,84.7928679758692
V1329167,model_1,64.56193745232073
V1363866,model_1,61.76605099850699
V1344758,model_3,87.94355674008777
V1198649,model_3,76.15289455119697
V1401042,model_5,58.57631605196352
V1323179,model_3,83.68348721818859
V1364044,model_1,82.78762235762888
V1103187,model_5,95.52185551156116
V1069437,model_3,73.39343588845998
V1070426,model_2,79.70712409462574
V1141767,model_5,75.40571227714881
V1314546,model_1,83.59954713327674
V1172208,model_3,92.62808288872333
V1246445,model_5,74.29172740921977
V1190521,model_3,80.91522826808358
V1191239,model_3,69.50260380457964
V1054309,model_1,84.65412947459401
V1198644,model_2,93.321955908038
V1198665,model_3,89.90731199608646
V1088585,model_3,74.26681365598458
V1068705,model_1,68.29637565463156
V1363891,model_5,78.30153851381715
V1152038,model_1,65.02478391599345
V1405011,model_1,83.0284622370357
V1037442,model_1,85.10263563971334
V1200091,missing,missing
V1436782,model_2,85.32890660261347
V1195180,model_1,65.88826557175688
V1088586,model_3,71.23389325110062
V1150990,model_1,80.09273224850467
V1421118,model_5,64.41554009431853
V1268264,model_3,90.79728340731506
V1105323,model_1,82.58609689137536
V1071836,model_1,72.90238359268102
V1316071,model_3,54.00174327690032
V1402078,model_2,85.16828717502312
V1009077,model_3,93.46003184764027
V1394772,model_1,84.00309850213806
V1363756,model_3,77.54069896449025
V1036463,model_2,80.6504012712555
V1176911,model_2,83.231799344055
V1374806,model_3,81.68939799642276
V1103156,model_3,87.14612344265676
V1009596,model_5,76.97808026591952
V1240617,model_1,60.30074612096641
V1032506,model_4,88.03203505915093
V1380342,model_3,87.5160833154269
V1312651,model_1,76.93078042096064
V1200008,missing,missing
V1068578,model_4,93.64685401559097
V1266192,model_3,71.17383041537325
V1120179,model_2,79.94588297580853
V1230382,missing,missing
V1108537,model_3,59.85348912296131
V1316410,model_3,78.42971495374489
V1421024,model_1,70.83740570507345
V1273910,model_5,71.25565743064858
V1395154,model_1,87.78294918003407
V1343212,model_3,75.68735986710587
V1312249,model_4,54.80235864604935
V1043053,model_1,82.79448477478168
V1142213,model_3,76.46225276128172
V1141639,model_3,72.32982134337422
V1104245,model_3,84.37016697613657
V1265472,model_1,55.32683250733835
V1068853,model_1,76.15412380808644
V1032194,model_3,83.7265579581826
V1413562,model_3,95.03943590405152
V1166825,model_3,87.95286286596397
V1268280,model_1,72.959090218782
V1068714,model_5,83.6336905475591
V1200267,missing,missing
V1396055,model_1,70.15039378244153
V1072336,model_3,71.99231889267293
V1074094,model_4,88.93611716447421
V1072648,model_1,79.36864750269928
V1172619,model_5,73.04177125597947
V1436815,model_3,71.82105521413341
V1404674,model_4,56.115750619430294
V1012498,model_1,73.34783442124298
V1200097,missing,missing
V1324235,model_4,87.99884825126698
V1414322,model_2,92.44565794245854
V1159396,model_3,92.73477471940875
V1385813,model_1,87.53527147185693
V1099595,model_1,80.728868238248
V1056925,model_3,68.72073327525243
V1039981,model_3,74.01879027083802
V1196471,model_2,92.4607130697028
V1152356,model_1,59.86604459062122
V1006932,model_1,71.67946323004692
V1430781,model_1,80.09532179072306
V1012519,model_3,53.68234057204875
V1073946,model_1,72.59666117275164
V1436538,model_5,53.184104543088075
V1098950,model_1,75.97567369808674
V1141281,model_3,89.08468189158836
V1043771,model_1,75.99181342770862
V1157164,model_1,55.99816139665002
V1140466,model_3,80.53677355307647
V1171733,model_1,62.05950705435671
V1198595,model_5,76.31827587350237
V1011661,model_1,80.6746400870638
V1116878,model_5,52.40565832534315
V1384230,model_4,86.63705112701014
V1043398,model_1,72.73466730017789
V1032010,model_2,62.522575099197674
V1345506,model_2,93.37441355244657
V1042378,model_1,69.33154497467844
V1013299,model_1,81.77097000493674
V1071273,model_1,76.0891478923269
V1036467,model_1,70.34752224083643
V1240804,model_1,71.20725934764452
V1073436,model_3,91.25811713384377
V1368929,model_1,89.86902051874371
V1151459,model_3,74.04933234856607
V1270843,model_3,86.81556187846645
V1301596,model_3,73.61408205443742
V1413316,model_3,82.66738826792208
V1177232,model_1,85.14930091267341
V1240379,model_1,63.275491906821486
V1053530,model_5,74.42388809540293
V1037871,model_3,93.51020075970078
V1355167,model_2,33.61216981899288
V1239624,model_5,62.63178925783403
V1365644,model_1,73.81310755088501
V1272349,model_1,70.3378088940889
V1140436,model_2,94.32093812025063
V1294750,model_1,79.05733199567428
V1070515,model_4,80.66723701714471
V1103006,model_3,87.9757440992196
V1171754,model_3,97.29260987407207
V1105705,model_3,81.50306400527364
V1292066,model_3,60.192566965993514
V1099960,model_1,86.52439836914245
V1151597,model_3,82.84490670273726
V1348994,model_1,47.911290876758635
V1409126,model_1,64.99064590853773
V1070011,model_1,82.20508009180628
V1080131,model_1,84.23652025089585
V1421395,model_3,83.3138358975018
V1151623,model_5,65.13727806682051
V1401135,model_3,78.06366947808034
V1385509,model_5,78.80901169014386
V1036367,model_3,73.8470524725189
V1355453,model_3,85.11059039644283
V1042186,model_1,74.51009432390457
V1323134,model_5,56.04250467005043
V1038939,model_2,78.75375173448542
V1167850,model_1,50.728173928226134
V1149208,model_1,75.03772566622015
V1310979,model_4,88.57308642273809
V1458635,model_3,88.9856845742528
V1171043,model_5,89.2113692468237
V1436976,model_5,73.21581129149351
V1412830,model_1,77.64273806420113
V1409767,model_1,57.21612026537551
V1196029,model_1,78.61645219985002
V1102637,model_1,69.46188129105988
V1032478,model_1,74.96261360721606
V1087890,model_3,90.35604028157982
V1006156,model_2,91.95021965163758
V1073576,model_3,83.98391681498411
V1412905,model_4,67.29219058736606
V1068734,model_1,66.91053644058758
V1311712,model_4,88.0861284123119
V1115070,model_3,84.70093489845264
V1200079,missing,missing
V1152146,model_3,85.40320397366233
V1459026,model_3,73.6665996662968
V1098834,model_5,94.46588107873185
V1329501,model_1,84.63232622365577
V1195027,model_4,82.53266360288652
V1053304,model_3,70.68622704619317
V1292588,model_1,77.97990176642003
V1171449,model_1,74.27944568064437
V1209919,missing,missing
V1362901,model_3,87.49546798694477
V1157371,model_5,83.42177355781706
V1054865,model_1,77.83988546374802
V1363906,model_1,40.24690880608891
V1051506,model_5,93.72903125441582
V1201914,missing,missing
V1085367,model_4,80.18314906812097
V1037277,model_1,88.8797400762993
V1347890,model_1,67.37393596625321
V1154892,model_1,80.51850311051234
V1072788,model_3,80.51693210344025
